id,title,sort_title,genre,notes,url,author,composer
8,La Belle Arsène,Belle Arsène,Comédie mêlée d'ariettes,La Belle Arsène was first performed at Fontainebleau on 6 Nov 1773.,https://books.google.com/books?id=1ij5NkwMdqoC&pg=PA1#v=onepage&q&f=false,"Favart, Charles-Simon","Monsigny, Pierre-Alexandre"
33,La Belle Cordonniere,Belle Cordonniere,Opéra comique,"This may be Les souliers mors-dorés, ou La cordonniere allemande (1776). The Schatz record gives the composer as Alessandro Mario Antonio Fridzeri (1741–1825).",https://www.loc.gov/item/2010664134/,unknown,unknown
53,La Bonne Fille,Bonne Fille,Opéra comique,"This might be the work by Duni (1762), derived from Goldoni/Richardson, but the French version of Piccinni's opera cannot be ruled out.",NA,unknown,unknown
127,Die Brüder,Brüder,Lustspiel,NA,NA,"Romanus, Karl Franz",NA
234,"Le Bûcheron, ou les Trois souhaits","Bûcheron, ou les Trois souhaits",Comédie mêlée d'ariettes,First performed in Paris on 28 Feb 1763. Date on Viennese libretto at link is 1768.,https://books.google.com/books?id=AJH7srfnUfEC&pg=PA1#v=onepage&q&f=false,"Guichard, Jean-François","Philidor, François-André Danican"
124,"Le Cercle, ou la Soirée à la mode","Cercle, ou la Soirée à la mode",Comédie,The Viennese playbook linked below is dated 1768.,https://books.google.com/books?id=jjVovZ0CfTEC&pg=PA1#v=onepage&q&f=false,"Poinsinet, Antoine-Alexandre-Henri",NA
227,La Clochette,Clochette,Comédie mêlée d'ariettes,First performed in Paris on 14 Jul 1766.,https://books.google.com/books?id=42xXAAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false,"Anseaume, Louis","Duni, Egidio"
172,La Colonie,Colonie,Opéra comique,"A parody of Saccini's L'isola d'amore, using a pastiche of music from Sacchini's operas. First performed in Paris on 16 Aug 1775.",https://digital.library.unt.edu/ark:/67531/metadc41/https://books.google.com/books?id=aSSnQwlF0XAC&pg=PA1#v=onepage&q&f=false,unknown,"Framery, Nicolas-Étienne"
191,"La Comédie à l'impromptu, ou les Dupes","Comédie à l'impromptu, ou les Dupes",Comédie,"Attribution to Dorvigny is on the title page. First performed by the Comédiens Italiens in Paris on 5 Sep 1780.Apparently the same work as Le mariage par comédie, ou les dupes, dated to 1789 in the works list on fr.wikipedia.",https://books.google.com/books?id=7V1oAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Dorvigny, Louis-François Archambault, dit",NA
166,Crispin médecin,Crispin médecin,Comédie,Written in 1670. The Viennese libretto at the link is dated 1772.,https://books.google.com/books?id=KZdLAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Hauteroche, Noël Lebreton de",NA
173,"Crispin, Rival de son maître","Crispin, Rival de son maître",Comédie,First dated performance Paris 15 Mar 1705 (CÉSAR).,https://books.google.com/books?id=n0MGAAAAQAAJ&pg=PA1#v=onepage&q&f=false,"Lesage, Alain-René",NA
109,Democrite amoureux,Democrite amoureux,Comédie,First performed in Paris on 12 Jan 1700.,https://books.google.com/books?id=55IrAyA0TksC&pg=PA1#v=onepage&q&f=false,"Regnard, Jean-François",NA
126,Les Deux Avares,Deux Avares,Opéra comique,First performed at Fontainebleau on 27 Oct 1770.,https://books.google.com/books?id=AiQ_AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Falbaire de Quingey, Charles-Georges Fenouillot de","Grétry, André Ernest Modeste"
255,Les Deux Billets,Deux Billets,Comédie,First performed in Paris on 9 Feb 1779.,https://books.google.com/books?id=SphRAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Florian, Jean-Pierre Claris de",NA
83,Les Deux Chasseurs et la Laitière,Deux Chasseurs et la Laitière,Comédie mêlée d'ariettes,First performed in Paris on 23 Jul 1763. The date on the Viennese libretto at the link is 1764.,https://books.google.com/books?id=TjZMAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Anseaume, Louis","Duni, Egidio"
71,Don Japhet d'Armenie,Don Japhet d'Armenie,Comédie,First performed in 1651 or 1652; first published in 1653.,https://books.google.com/books?id=uehlAAAAcAAJ&pg=PP5#v=onepage&q&f=false,"Scarron, Paul",NA
62,La Double Frayeur,Double Frayeur,Comédie,"Apart from Schletter, this title appears only in Schink 1782. Two titles with ""frayeur"" in the title appear on CÉSAR: Les Frayeurs d'Arlequin (no date) and Les Frayeurs de Crispin (1682).",NA,unknown,NA
115,Dupuis et Desronais,Dupuis et Desronais,Comédie,"According to CÉSAR, first performed in Paris in 1759.",https://books.google.com/books?id=xKsixR1hRC0C&pg=PA1#v=onepage&q&f=false,"Collé, Charles",NA
107,L'École des femmes,École des femmes,Comédie,First performed in 1662. The Viennese playbook at the link is dated 1752.,https://books.google.com/books?id=SLhLAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Molière, Jean-Baptiste Poquelin, dit",NA
22,Edelmuth in Niedrigkeit,Edelmuth in Niedrigkeit,Lustspiel,The playbook at the link (ÖNB) was published in Leipzig in 1777.,https://books.google.com/books?id=RcJTAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Weiße, Christian Felix",NA
111,Elle a raison,Elle a raison,Comédie,"Full title in Schletter: Elle a Raison, ou la Femme, comme il n'y en a guverres. No Google hit on this title except in Bender, apparently derived from Schletter. This title seems not to be in Schink's list. ""guverre"" seems not to be a French word. It should probably be ""la Femme, comme il n'y en a guères"", but no hits on this as the title of a comedy. There is no match for this title on CÉSAR.There is a story by d'Abancourt (pub. 1778) ""Le Phénix, ou la Femme comme il n'y en a guères."" Cf. also Voltaire's La Femme qui a Raison (pub. 1759)?",NA,unknown,NA
240,L'Epoux par supercherie,Epoux par supercherie,Comédie,First performed in Paris on 9 Mar 1744.,NA,"Boissy, Louis de",NA
225,"L'Erreur d'un moment, ou la Suite de Julie","Erreur d'un moment, ou la Suite de Julie",Comédie mêlée d'ariettes,First performed in Paris on 14 Jun 1773.,https://books.google.com/books?id=08doAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Monvel, Jacques-Marie Boutet de","Dezède, Nicolas-Alexandre"
242,Les Evénements imprévus,Evénements imprévus,Comédie mêlée d'ariettes,First performed at Versailles on 11 Nov 1779.,https://books.google.com/books?id=A_xDAAAAYAAJ&newbks=1&pg=PP7#v=onepage&q&f=false,"Hales, Thomas","Grétry, André Ernest Modeste"
170,Die Faßbinder,Faßbinder,Ballet,"There is a reference to a one-act ballet Die Faßbinder in Westenrieder's Jahrbuch der Menschengeschichte in Bayrern (1782), in a list of ""Ballete von Hrn. Hornung, der im April 1780 von Regensburg abging"", here:https://books.google.com/books?id=p9ZSzsm9QAoC&pg=PA238#v=onepage&q&f=false",NA,unknown,unknown
41,La Fausse Magie,Fausse Magie,Comédie mêlée d'ariettes,First performed in Paris on 1 Feb 1775.,https://books.google.com/books?id=EI87AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
158,La Fausse Suivante,Fausse Suivante,Comédie,First performed in Paris on 8 Jul 1724.,https://books.google.com/books?id=AsGZFur4MScC&pg=PA1#v=onepage&q&f=false,Marivaux,NA
213,La Fée Urgèle,Fée Urgèle,Comédie mêlée d'ariettes,First performed at Fontainebleau on 26 Oct 1765.,https://books.google.com/books?id=gdA5AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Favart, Charles-Simon","Duni, Egidio"
91,Les Folies amoureuses,Folies amoureuses,Comédie,First dated perfomance in Paris on 15 Jan 1704.,https://books.google.com/books?id=PCJ6vxKlgUAC&pg=PP5#v=onepage&q&f=false,"Regnard, Jean-François",NA
131,Les Fourberies de Scapin,Fourberies de Scapin,Comédie,First performed in Paris on 24 May 1671.,https://books.google.com/books?id=kU6P-a5NckAC&pg=PA5#v=onepage&q&f=false,"Molière, Jean-Baptiste Poquelin, dit",NA
54,Le François à Londres,François à Londres,Comédie,First performed in Paris on 3 Jul 1727.,https://books.google.com/books?id=JYlZAAAAcAAJ&pg=PP9#v=onepage&q&f=false,"Boissy, Louis de",NA
169,Das Gärtnermädchen von Fraskati,Gärtnermädchen von Fraskati,Singspiel,Adapted from La frascatana.,NA,"Livigni, Filippo","Paisiello, Giovanni"
10,Die Geschwisterliebe,Geschwisterliebe,Schauspiel,NA,https://books.google.com/books?id=SmxVAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Weiße, Christian Felix",NA
46,"Hanns bleibt Hanns, oder der Bauer, ein Fürst","Hanns bleibt Hanns, oder der Bauer, ein Fürst",Lustspiel,NA,https://books.google.com/books?id=Z3UyAQAAMAAJ&newbks=1&pg=PA1#v=onepage&q&f=false,"Schink, Johann Friedrich",NA
257,Die Haushaltung nach der Mode,Haushaltung nach der Mode,Lustspiel,NA,https://books.google.com/books?id=e92BHvWwvD0C&pg=PA1#v=onepage&q&f=false,"Heufeld, Franz von",NA
186,"Héraclite, ou le Triomphe de la Beauté","Héraclite, ou le Triomphe de la Beauté",Comédie,"The title page of the 1783 edition has ""Représentée pour la premiere fois à Paris, par les Comédiens Italiens ordinaires du Roi, le Décembre 1783.""",https://books.google.com/books?id=Q8RoAAAAcAAJ&newbks=1&pg=PP3#v=onepage&q&f=false,"Rauquil-Lieutaud, Joseph-Dominique",NA
77,L'Homme du jour,Homme du jour,Comédie,Comèdie en vers,https://books.google.com/books?id=lXliAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Boissy, Louis de",NA
92,"L'Homme noir, ou le Spleen","Homme noir, ou le Spleen",Comédie,"Earliest edition on WorldCat is 1778. This work has two acts, whereas Schletter has ""3. A.""",https://books.google.com/books?id=xbxoAAAAcAAJ&pg=PA1#v=onepage&q&f=false,Gernevalde,NA
34,Die Horazier,Horazier,Ballet,"Noverre's ballet d'action Les Horaces et les Curiaces, with music by Starzer, was first performed in Vienna in 1772. The ballet performed in 1781 might have been Peter Vogt's ""imitation,"" Die Horazier und Kuriazier.",https://digital.slub-dresden.de/werkansicht/dlf/54395/3/,"Vogt, Peter",unknown
146,Le Huron,Huron,Opéra comique,First performed in 1768,https://fr.wikipedia.org/wiki/Le_Huron_(op%C3%A9ra),"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
249,L'Impromptu du coeur,Impromptu du coeur,NA,Five items on CÉSAR with the title L'Impromptu du coeur. Could this be a kind of generic title?,NA,unknown,unknown
188,Inkle und Yariko,Inkle und Yariko,Trauerspiel,Several works with this title?,NA,"Pelzel, Joseph Bernhard",NA
190,Der Jahrmarkt von Venedig,Jahrmarkt von Venedig,Singspiel,After Salieri's La fiera di Venezia,NA,"Boccherini, Giovanni Gastone","Salieri, Antonio"
151,Jeannot et Colin,Jeannot et Colin,Comédie,NA,https://books.google.com/books?id=4OM7AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Voltaire, Françoise-Marie Arouet, dit",NA
222,Le Jugement de Midas,Jugement de Midas,Comédie mêlée d'ariettes,First performed publicly in Paris by the Comédiens Italiens on 27 Jun 1778.,https://books.google.com/books?id=jXOEhKZFwo0C&pg=PA1#v=onepage&q&f=false,"Hales, Thomas","Grétry, André Ernest Modeste"
230,Julie,Julie,Comédie mêlée d'ariettes,First performed in Paris on 22 Sep 1772.,https://books.google.com/books?id=r8RbAAAAQAAJ&pg=PA1#v=onepage&q&f=false,"Monvel, Jacques-Marie Boutet de","Dezède, Nicolas-Alexandre"
17,Die kleine Aehrenleserin,kleine Aehrenleserin,Lustspiel,"""Lustspiel für Kinder""",http://data.onb.ac.at/rep/10738C8E,"Weiße, Christian Felix",NA
263,Der kleine Grenadier,kleine Grenadier,Lustspiel,"The attribution is from Schletter. This title is not in Einakter, and it seems not to be listed in Goedeke.",NA,"Weiße, Christian Felix",NA
18,Die Kroaten,Kroaten,Ballet,NA,NA,Mirek,unknown
139,Le Legataire universel,Legataire universel,Comédie,NA,NA,"Regnard, Jean-François",NA
78,Les Legs,Legs,Comédie,NA,NA,Marivaux,NA
264,Der letzte Rausch,letzte Rausch,Singspiel,Apparently a German adaptation of L'Ivrogne corrigé.,NA,"Anseaume, Louis","Gluck, Christoph Willibald"
231,Lucile,Lucile,Comédie mêlée d'ariettes,First performed in Paris on 5 Jan 1769.,https://books.google.com/books?id=pRQzAQAAMAAJ&pg=PA1#v=onepage&q&f=false,"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
217,Le Magnifique,Magnifique,Comédie,First performed in Paris by the Comédiens Italiens on 4 Mar 1773.,https://books.google.com/books?id=Mw9KVCSabZ4C&newbks=1&pg=PA1#v=onepage&q&f=false,"Sedaine, Michel-Jean","Grétry, André Ernest Modeste"
224,Le Maître en droit,Maître en droit,Opéra comique,First performed at the Foire Saint-Germain in Paris on 23 Feb 1760. The date on the Viennese libretto is 1763.,https://books.google.com/books?id=NoJnPwOqmKUC&pg=PA1#v=onepage&q&f=false,"Lemonnier, Pierre-René","Monsigny, Pierre-Alexandre"
206,Le Marchand de Smyrne,Marchand de Smyrne,Opéra comique,"The attribution of this work is uncertain. Chamfort's one-act comedy Le Marchand de Smyrne was first performed in Paris on 26 Jan 1770. However, Schletter's entry specifies an opera (""O. 1. a.""). The only plausible match found so far is the work by Just, but the only libretto online is in Dutch. Probably not Vogler's Der Kaufmann von Smyrna.",NA,"Chamfort, Sébastien-Roch Nicolas de","Just, Johann August"
118,Le Maréchal ferrant,Maréchal ferrant,Opéra comique,NA,https://books.google.com/books?id=PB4eqPr7IQkC&pg=PA1#v=onepage&q&f=false,"Anseaume, Louis","Philidor, François-André Danican"
156,Le Mari retrouvé,Mari retrouvé,Comédie,NA,NA,"Dancourt, Louis Heurteaux dit",NA
5,Matrosen Ballet,Matrosen Ballet,Ballet,NA,NA,Decamp,unknown
165,Le Mazet,Mazet,Opéra comique,Also Mazet (without article),https://archive.org/details/mazetcomedieende00duni/page/n4/mode/2up,"Anseaume, Louis","Duni, Egidio"
182,"Les Menechmes, ou les Jumeaux","Menechmes, ou les Jumeaux",Comédie,NA,NA,"Regnard, Jean-François",NA
68,Le Mercure galant ou la Comédie sans titre,Mercure galant ou la Comédie sans titre,Comédie,NA,NA,"Boursault, Edme",NA
140,Le Milicien,Milicien,Comédie,"""Comedie en  acte mêlée d'ariettes""First performed 1762",https://archive.org/details/lemilicien00duni/page/n7/mode/2uphttps://books.google.com/books?id=fFdXAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Anseaume, Louis","Duni, Egidio"
183,Milton und Elmire,Milton und Elmire,Singspiel,"The attribution to Reinwald is from Goggle Books, and needs to be investigated. The attribution to Michl is from Grove.",NA,"Reinwald, Wilhelm Friedrich Hermann","Michl, Joseph Willibald"
101,Monsieur de St. Charles,Monsieur de St. Charles,Comédie,The work and author identification appear on several lists published in the 1780s.,NA,Gernevalde,NA
120,"Nanette et Lucas, ou La Paysanne curieuse","Nanette et Lucas, ou La Paysanne curieuse",Opéra comique,"""Comedie en prose, melée d'ariettes""",https://books.google.com/books?id=8-w5AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Framery, Nicolas-Étienne","d'Herbain, Jean-Louis Cuchot, Chevalier"
9,Die Näscherinn,Näscherinn,Singspiel,NA,https://books.google.com/books?id=lWYPyjNCuAAC&pg=PA1#v=onepage&q&f=falsehttps://daten.digitale-sammlungen.de/0005/bsb00057879/images/index.html?id=00057879&groesser=&no=3&seite=5,"Weiße, Christian Felix",Kriner
39,Die natürliche Zauberey,natürliche Zauberey,Lustspiel,NA,https://books.google.com/books?id=yO0vYEU41lcC&pg=PA1#v=onepage&q&f=false,"Weiße, Christian Felix",NA
201,Ninette à la cour,Ninette à la cour,Comédie mêlée d'ariettes,First performed in Paris on 12 Feb 1755. Songs taken from Bertoldo in corte (1753) by Ciampi.,https://books.google.com/books?id=qS9aAAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false,"Favart, Charles-Simon","Ciampi, Vincenzo Legrenzio"
14,No title,No title,Ballet,NA,NA,unknown,unknown
82,L'Officier et le grand Baillif,Officier et le grand Baillif,Comédie,Unidentified,NA,unknown,NA
119,L'Officieux,Officieux,Comédie,NA,https://books.google.com/books?id=a0ZoAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Piédefer, Adrien-Nicolas, marquis de La Salle",NA
229,"L'Olympiade, ou le Triomphe de l'amitié","Olympiade, ou le Triomphe de l'amitié",Drame mêlé de musique,"French pasticcio, first performed in Paris on 2 Oct 1777.",https://www.loc.gov/resource/musschatz.17475.0/?sp=4,"Framery, Nicolas-Étienne","Sacchini, Antonio"
237,On ne s'avise jamais de tout,On ne s'avise jamais de tout,Opéra comique,"First performed at the Foire Saint-Laurent in Paris, 14 Sep 1761",https://books.google.com/books?id=tw0hfsm4W_8C&pg=PP1#v=onepage&q&f=false,"Sedaine, Michel-Jean","Monsigny, Pierre-Alexandre"
168,Orphée et Euridice,Orphée et Euridice,Tragédie-opéra,NA,NA,"Calzabigi, Ranieri de'","Gluck, Christoph Willibald"
147,Le Page étourdi,Page étourdi,Comédie,Unidentified,NA,unknown,NA
130,Les Pêcheurs,Pêcheurs,Opéra comique,NA,https://books.google.com/books?id=WDDQM0NVJEIC&pg=PP5#v=onepage&q&f=false,"La Salle, Adrien-Nicolas Piédefer, marquis de","Gossec, François-Joseph"
113,Le Père de famille,Père de famille,Comédie,NA,https://books.google.com/books?id=P8tob_LJomEC&pg=PA1#v=onepage&q&f=false,"Diderot, Denis",NA
247,"Peter du bleibst, oder Der Hausfreund auf dem Lande","Peter du bleibst, oder Der Hausfreund auf dem Lande",Singspiel,Apparently no libretto online.,NA,unknown,"Walter, Ignaz"
246,Philotas,Philotas,Trauerspiel,"Hadamowsky and Von Alth/Obzyna have two performances of Philotas by the court theater in 1782, the first on 22 Jan. This performance on Fri, 9 Nov 1781 is not given in either.",NA,"Lessing, Gotthold Ephraim",NA
27,Präsentirt das Gewehr,Präsentirt das Gewehr,Lustspiel,NA,NA,"Müller, Johann Heinrich Friedrich",NA
98,Les Précieuses ridicules,Précieuses ridicules,Comédie,NA,NA,"Molière, Jean-Baptiste Poquelin, dit","Monsigny, Pierre-Alexandre"
208,Le Procureur arbitre,Procureur arbitre,Comédie,"Given by Schletter as ""O. 1. a."", but Poisson's work is described only as ""comédie en vers"" with no mention of music. No other works with this title are listed in CÉSAR.",https://books.google.com/books?id=oXhPkNoMTJYC&newbks=1&pg=PP1#v=onepage&q&f=false,"Poisson, Philippe",NA
262,Le Pucheron,Pucheron,unknown,"No work by this title on CÉSAR, and no Google hits. Perhaps ""bûcheron""? Several titles on CÉSAR contain this word, of which the most likely may be the comédie mêlée d'ariettes Le Bûcheron ou les Trois Souhaits by Guichard and Philidor.",https://books.google.com/books?id=TPM5AAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false,unknown,unknown
163,La Pupille,Pupille,Comédie,First performed in Paris in 1734.,https://books.google.com/books?id=toMUAAAAQAAJ&pg=PA1#v=onepage&q&f=false,"Fagan, Barthélemy-Christophe",NA
99,Pygmalion,Pygmalion,Melodrama,NA,NA,"Rousseau, Jean-Jacques","Coignet, Horace"
232,Reinhold und Armida,Reinhold und Armida,Melodrama,"First performed in Munich in Jun 1780. The work was performed once by the court theater on 7 Sep 1793 as Armida und Rinaldo (text at the link below). The performances on Fridays in 1781 were probably benefits, possibly for Winter, who seems still to have been in Vienna?",https://www.loc.gov/resource/musschatz.16506.0/?sp=3,"Babo, Joseph Marius von","Winter, Peter von"
192,Le Roi et le Fermier,Roi et le Fermier,Opéra comique,NA,https://books.google.com/books?id=27kB05OAiroC&newbks=1&pg=PA1#v=onepage&q&f=false,"Sedaine, Michel-Jean","Monsigny, Pierre-Alexandre"
74,Rose et Colas,Rose et Colas,Opéra comique,NA,NA,"Sedaine, Michel-Jean","Monsigny, Pierre-Alexandre"
30,La Rosière de Salency,Rosière de Salency,Opéra comique,"According to fr.wikipedia, the music is by Blaise, Philidor, Monsigny, and Duni.",NA,"Favart, Charles-Simon","Philidor, François-André Danican"
226,Sancho Pança dans son isle,Sancho Pança dans son isle,Opéra buffon,First performed in Paris on 8 Jul 1762.,https://books.google.com/books?id=C6dXAAAAcAAJ&pg=PP5#v=onepage&q&f=false,"Poinsinet, Antoine-Alexandre-Henri","Philidor, François-André Danican"
256,Sara ou la Fermière ecossaise,Sara ou la Fermière ecossaise,Comédie mêlée d'ariettes,First performed in Paris on 8 May 1773.,https://books.google.com/books?id=w1eQ69CuwHkC&pg=PA1#v=onepage&q&f=false,"Collet de Messine, Jean-Baptiste","Vachon , Pierre"
219,Die Schwiegermütter,Schwiegermütter,Lustspiel,"On the title page of the Viennese playbook: ""Auf dem k. k. Hof=Nationaltheater aufgeführt von der in der Schauspielkunst sich übenden Jugend."" The author attribution is from Schletter and Schink 1782.",https://books.google.com/books?id=RDRJAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Romanus, Karl Franz",NA
207,La Sérénade,Sérénade,Opéra comique,"Le Bouquet de Louison ou la sérénade de village by Taconet is the only 18th-c. one-act opéra on CÉSAR with ""sérénade"" in the title.",NA,unknown,unknown
102,La Servante maitresse,Servante maitresse,Opéra comique,"""Comédie en deux actes, melée d'ariettes, parodiées de La Serva Padrona""",https://books.google.com/books?id=5u87AQAAMAAJ&pg=PA1#v=onepage&q&f=false,"Favart, Charles-Simon",unknown
179,Die sieben Schwaben,sieben Schwaben,Ballet,"Evidently based on the German fairy tale of this name. Kunn's company performed this ballet in Salzburg on 13 Oct 1783 (see MBA vi:156, notes to line 152 of Nannerl Mozart's diary).",NA,unknown,unknown
121,Silvain,Silvain,Opéra comique,NA,https://books.google.com/books?id=EjZMAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
180,Le Somnambule,Somnambule,Comédie,First performed in Paris in 1739.,https://books.google.com/books?id=LTCqiB7vX5sC&pg=PA1#v=onepage&q&f=false,"Ferriol de Pont-de-Veyle, Antoine de",NA
114,Le Sorcier,Sorcier,Opéra comique,NA,NA,"Poinsinet, Antoine-Alexandre-Henri","Philidor, François-André Danican"
178,Der Stolz des Grafen Barcelona,Stolz des Grafen Barcelona,Singspiel,Nothing is currently known about this work.,NA,unknown,unknown
23,Die Strafe im Sturz,Strafe im Sturz,Ballet,NA,NA,Sacco,unknown
4,Der Sturm,Sturm,Schauspiel,NA,NA,"Schink, Johann Friedrich",NA
97,Le Tableau parlant,Tableau parlant,Opéra comique,NA,NA,"Anseaume, Louis","Grétry, André Ernest Modeste"
61,Les Talens à la mode,Talens à la mode,Comédie,NA,NA,"Boissy, Louis de",NA
134,Le Tartuffe,Tartuffe,Comédie,First performed in 1664,NA,"Molière, Jean-Baptiste Poquelin, dit",NA
160,Tom Jones,Tom Jones,Opéra comique,After Fielding's Tom Jones,https://books.google.com/books?id=hGxXAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Poinsinet, Antoine-Alexandre-Henri","Philidor, François-André Danican"
63,Le Tonnellier,Tonnellier,Opéra comique,NA,NA,"Audinot, Nicolas-Médard","Gossec, François-Joseph"
181,Le Tout en peu,Tout en peu,Comédie,NA,NA,unknown,NA
258,Les Trois Fermiers,Trois Fermiers,Comédie mêlée d'ariettes,"First performed in Paris, 16 May 1777.",https://books.google.com/books?id=sMo5AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Monvel, Jacques-Marie Boutet de","Dezède, Nicolas-Alexandre"
